! FILETYPE CSV
! VERSION 1.0,1
! TIMESTAMP Monday, 21 September 2020 18:31:15
! TIMEZONE (GMT-08:00) Pacific Time (US & Canada)
! NAME Agilent Technologies
! MODEL N9918A
! SERIAL MY53103598
! FIRMWARE_VERSION A.07.57
! CORRECTION 
! Trace TIMESTAMP: 2020-09-21 18:31:15Z
! Trace GPS Info...
! GPS Latitude: 
! GPS Longitude: 
! GPS Seconds Since Last Read: 0
! CHECKSUM 1043461601
! DATA Freq,SA Clear-Write,SA Blank,SA Blank,SA Blank
! FREQ UNIT Hz
! DATA UNIT dBm
BEGIN
1999950000,-73.5303421020508,0,0,0
1999950250,-76.5802841186523,0,0,0
1999950500,-76.9820251464844,0,0,0
1999950750,-72.6815185546875,0,0,0
1999951000,-67.9909057617188,0,0,0
1999951250,-63.7785453796387,0,0,0
1999951500,-60.7780342102051,0,0,0
1999951750,-59.1412162780762,0,0,0
1999952000,-58.4992904663086,0,0,0
1999952250,-58.3812675476074,0,0,0
1999952500,-59.081615447998,0,0,0
1999952750,-61.4079666137695,0,0,0
1999953000,-65.7210083007813,0,0,0
1999953250,-66.5491104125977,0,0,0
1999953500,-63.5682487487793,0,0,0
1999953750,-64.9479598999023,0,0,0
1999954000,-70.9968566894531,0,0,0
1999954250,-69.6397705078125,0,0,0
1999954500,-64.501708984375,0,0,0
1999954750,-62.0343933105469,0,0,0
1999955000,-63.254524230957,0,0,0
1999955250,-66.3887023925781,0,0,0
1999955500,-69.2313003540039,0,0,0
1999955750,-68.4030075073242,0,0,0
1999956000,-70.1725158691406,0,0,0
1999956250,-78.2512435913086,0,0,0
1999956500,-77.4891357421875,0,0,0
1999956750,-69.9666213989258,0,0,0
1999957000,-64.83447265625,0,0,0
1999957250,-65.9697647094727,0,0,0
1999957500,-72.2886505126953,0,0,0
1999957750,-71.2724914550781,0,0,0
1999958000,-68.1009521484375,0,0,0
1999958250,-64.0133285522461,0,0,0
1999958500,-62.0935516357422,0,0,0
1999958750,-66.3744964599609,0,0,0
1999959000,-76.0715026855469,0,0,0
1999959250,-70.6345291137695,0,0,0
1999959500,-61.2915840148926,0,0,0
1999959750,-55.3138122558594,0,0,0
1999960000,-47.538761138916,0,0,0
1999960250,-37.6699371337891,0,0,0
1999960500,-30.3387069702148,0,0,0
1999960750,-26.7058868408203,0,0,0
1999961000,-25.8097534179688,0,0,0
1999961250,-27.5761489868164,0,0,0
1999961500,-31.8796463012695,0,0,0
1999961750,-38.4726371765137,0,0,0
1999962000,-46.5346794128418,0,0,0
1999962250,-56.4657936096191,0,0,0
1999962500,-70.8522415161133,0,0,0
1999962750,-71.6330871582031,0,0,0
1999963000,-66.8639984130859,0,0,0
1999963250,-61.8887557983398,0,0,0
1999963500,-60.571044921875,0,0,0
1999963750,-66.1991424560547,0,0,0
1999964000,-73.3984680175781,0,0,0
1999964250,-72.10791015625,0,0,0
1999964500,-64.8423004150391,0,0,0
1999964750,-62.2062530517578,0,0,0
1999965000,-62.8530769348145,0,0,0
1999965250,-70.0546722412109,0,0,0
1999965500,-76.7851104736328,0,0,0
1999965750,-68.6335983276367,0,0,0
1999966000,-65.4276504516602,0,0,0
1999966250,-65.8172988891602,0,0,0
1999966500,-74.4949264526367,0,0,0
1999966750,-74.8190460205078,0,0,0
1999967000,-68.2264709472656,0,0,0
1999967250,-65.1886978149414,0,0,0
1999967500,-68.6561889648437,0,0,0
1999967750,-80.4936447143555,0,0,0
1999968000,-68.7376174926758,0,0,0
1999968250,-63.5711784362793,0,0,0
1999968500,-65.1115951538086,0,0,0
1999968750,-67.4838104248047,0,0,0
1999969000,-67.1544036865234,0,0,0
1999969250,-63.7484283447266,0,0,0
1999969500,-61.8964767456055,0,0,0
1999969750,-60.474723815918,0,0,0
1999970000,-59.6828346252441,0,0,0
1999970250,-59.9197235107422,0,0,0
1999970500,-61.0183296203613,0,0,0
1999970750,-62.7960815429688,0,0,0
1999971000,-64.9607238769531,0,0,0
1999971250,-68.8549652099609,0,0,0
1999971500,-74.4457321166992,0,0,0
1999971750,-71.4970550537109,0,0,0
1999972000,-66.9454040527344,0,0,0
1999972250,-66.4678802490234,0,0,0
1999972500,-69.5126647949219,0,0,0
1999972750,-77.5211334228516,0,0,0
1999973000,-76.2006454467773,0,0,0
1999973250,-72.1773300170898,0,0,0
1999973500,-70.6311111450195,0,0,0
1999973750,-70.0746994018555,0,0,0
1999974000,-68.2162551879883,0,0,0
