! FILETYPE CSV
! VERSION 1.0,1
! TIMESTAMP Monday, 21 September 2020 18:38:49
! TIMEZONE (GMT-08:00) Pacific Time (US & Canada)
! NAME Agilent Technologies
! MODEL N9918A
! SERIAL MY53103598
! FIRMWARE_VERSION A.07.57
! CORRECTION 
! Trace TIMESTAMP: 2020-09-21 18:38:49Z
! Trace GPS Info...
! GPS Latitude: 
! GPS Longitude: 
! GPS Seconds Since Last Read: 0
! CHECKSUM 1362150401
! DATA Freq,SA Clear-Write,SA Blank,SA Blank,SA Blank
! FREQ UNIT Hz
! DATA UNIT dBm
BEGIN
999500000,-68.4574432373047,0,0,0
999502500,-68.7343673706055,0,0,0
999505000,-62.9871444702148,0,0,0
999507500,-60.103515625,0,0,0
999510000,-59.2355346679688,0,0,0
999512500,-57.8666534423828,0,0,0
999515000,-55.4914169311523,0,0,0
999517500,-52.7818183898926,0,0,0
999520000,-51.2670745849609,0,0,0
999522500,-51.8361167907715,0,0,0
999525000,-54.1835861206055,0,0,0
999527500,-57.3004341125488,0,0,0
999530000,-58.9490585327148,0,0,0
999532500,-59.5340995788574,0,0,0
999535000,-61.2112808227539,0,0,0
999537500,-63.8018379211426,0,0,0
999540000,-65.4575500488281,0,0,0
999542500,-65.3218307495117,0,0,0
999545000,-63.8447380065918,0,0,0
999547500,-62.1659851074219,0,0,0
999550000,-60.6970138549805,0,0,0
999552500,-59.5657272338867,0,0,0
999555000,-58.6568489074707,0,0,0
999557500,-58.8116836547852,0,0,0
999560000,-60.237003326416,0,0,0
999562500,-63.6371459960938,0,0,0
999565000,-69.1087493896484,0,0,0
999567500,-72.3671112060547,0,0,0
999570000,-69.2491149902344,0,0,0
999572500,-64.7340621948242,0,0,0
999575000,-61.5550537109375,0,0,0
999577500,-59.8957366943359,0,0,0
999580000,-60.1812133789063,0,0,0
999582500,-61.2533302307129,0,0,0
999585000,-60.3192176818848,0,0,0
999587500,-58.871166229248,0,0,0
999590000,-60.2592582702637,0,0,0
999592500,-61.0115776062012,0,0,0
999595000,-57.0335235595703,0,0,0
999597500,-54.6614990234375,0,0,0
999600000,-54.4192581176758,0,0,0
999602500,-56.429859161377,0,0,0
999605000,-58.6823806762695,0,0,0
999607500,-59.3534088134766,0,0,0
999610000,-58.3474388122559,0,0,0
999612500,-57.5764770507812,0,0,0
999615000,-58.0960006713867,0,0,0
999617500,-59.2028961181641,0,0,0
999620000,-58.2532043457031,0,0,0
999622500,-55.7572746276855,0,0,0
999625000,-54.1829490661621,0,0,0
999627500,-53.7502632141113,0,0,0
999630000,-53.7337760925293,0,0,0
999632500,-53.6507263183594,0,0,0
999635000,-54.0102767944336,0,0,0
999637500,-55.7402954101563,0,0,0
999640000,-59.0692443847656,0,0,0
999642500,-60.7503242492676,0,0,0
999645000,-58.9650650024414,0,0,0
999647500,-58.0456466674805,0,0,0
999650000,-58.9603157043457,0,0,0
999652500,-60.4596481323242,0,0,0
999655000,-61.6587715148926,0,0,0
999657500,-65.0765533447266,0,0,0
999660000,-71.2808456420898,0,0,0
999662500,-64.0934219360352,0,0,0
999665000,-60.564998626709,0,0,0
999667500,-61.2236862182617,0,0,0
999670000,-62.7697257995605,0,0,0
999672500,-63.3801231384277,0,0,0
999675000,-63.6268920898437,0,0,0
999677500,-61.4172058105469,0,0,0
999680000,-58.4315032958984,0,0,0
999682500,-57.3418769836426,0,0,0
999685000,-57.7355346679688,0,0,0
999687500,-58.8650894165039,0,0,0
999690000,-60.2384605407715,0,0,0
999692500,-61.3311042785645,0,0,0
999695000,-64.7292633056641,0,0,0
999697500,-67.3149871826172,0,0,0
999700000,-61.6118202209473,0,0,0
999702500,-58.3705825805664,0,0,0
999705000,-57.0366554260254,0,0,0
999707500,-57.2098693847656,0,0,0
999710000,-57.9613761901855,0,0,0
999712500,-58.431079864502,0,0,0
999715000,-57.9776191711426,0,0,0
999717500,-56.7234573364258,0,0,0
999720000,-55.5947799682617,0,0,0
999722500,-55.9769172668457,0,0,0
999725000,-58.3620872497559,0,0,0
999727500,-64.7508087158203,0,0,0
999730000,-76.7664260864258,0,0,0
999732500,-70.1900634765625,0,0,0
999735000,-70.7657318115234,0,0,0
999737500,-68.7144775390625,0,0,0
999740000,-61.7417831420898,0,0,0
999742500,-57.9657745361328,0,0,0
999745000,-56.2723579406738,0,0,0
999747500,-56.5414123535156,0,0,0
999750000,-58.5019378662109,0,0,0
999752500,-62.7076263427734,0,0,0
